PC-ID_id,PC-Substance_synonyms_E
3999,oxaluric acid
4000,ureido(oxo)acetic acid
4001,1-methylnicotinamide
4002,S-methyl-L-methionine
4003,S-methylmethionine
4004,H2Dtpp-mP
4005,MPT
4006,"[(5aR,8R,9aR)-2-amino-4-oxo-6,7-disulfanyl-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogen phosphate"
4007,ene-dithiol pyranopterin
4008,molybdopterin
4009,pyranopterin-dithiolate
4010,1-hydroxy-2-methoxybenzene
4012,2-hydroxyanisole
4013,2-methoxyphenol
4014,90-05-1
4015,O-methoxyphenol
4017,a hydroxlyated aryl lignin fragment
4018,catechol monomethyl ether
4019,guaiacol
4020,o--methoxyphenol
4021,18877-64-0
4022,1935-18-8
4023,O-hexadecanoyl-L-carnitine
4024,O-palmitoyl-L-carnitine
4025,palmitoyl-carnitine
4026,palmitylcarnitine
4027,N2-succinyl-L-arginine
4028,N2-succinylarginine
4030,495-69-2
4032,N-benzoylglycine
4033,benzoylaminoacetic acid
4034,hippurate
4035,hippuric acid
4036,1-PMTR
4037,1-phospho-5-S-methylthio-alpha-D-ribofuranoside
4038,1-phospho-5-S-methylthioribose
4039,1-phosphomethylthioribose
4040,5-MTR-1-P
4041,5-methylthio-D-ribose-1-phosphate
4042,5-methylthioribose-1-phosphate
4043,S-(methyl-5-thio-alpha-D-ribose 1-phosphate
4044,S-methyl-5-thio-D-ribose 1-phosphate
4045,S-methyl-5-thio-alpha-D-ribose 1-phosphate
4046,S5-methyl-5-thio-D-ribose-1-phosphate
4047,beta-D-glucopyranose 1-phosphate
4049,beta-D-glucose 1-phosphate
4050,"(1R,2R,3R)-prephytoene diphosphate"
4051,prephytoene diphosphate
4052,presqualene diphosphate
4053,1118-90-7
4054,L-2-amino-hexanedioic acid
4055,L-2-aminoadipate
4056,L-2-aminoadipic acid
4057,L-2-aminohexanedioate
4058,L-alpha-aminoadipate
4059,L-alpha-aminoadipic acid
4060,L-aminoadipate
4061,L-aminoadipic acid
4062,"(2S)-2,4-diaminobutanoate"
4063,1758-80-1
4064,"2,4-diamino-L-butyrate"
4065,"L-2,4-diaminobutanoate"
4066,"L-2,4-diaminobutyrate"
4067,"L-2,4-diaminobutyric acid"
4068,diaminobutyrate
4069,(+)-dihydroquercetin
4070,(+)-taxifolin
4071,480-18-2
4072,taxifolin
4073,trans dihydroquercetin
4074,"4-(2-aminophenyl)-2,4-dioxobutanoate"
4075,2-keto-4-methylthiobutanoate
4076,2-keto-4-methylthiobutyrate
4077,2-keto-4-methylthiobutyric acid
4078,2-keto-methyl-thio-butyrate
4079,2-ketomethiobutyrate
4080,2-oxo-4-methylthiobutanoic acid
4081,2-oxomethionine
4082,4-(methylsulfanyl)-2-oxobutanoate
4083,4-(methylthio)-2-oxobutanoate
4084,4-methylthio-2-ketobutanoate
4085,4-methylthio-2-ketobutyrate
4086,4-methylthio-2-oxobutanoate
4087,4-methylthio-2-oxobutyrate
4088,KMTB
4089,alpha-keto-4-methylthiobutyrate
4090,alpha-keto-gamma-methylthiobutyrate
4093,alpha-keto-gamma-methylthiobutyric acid
4094,alpha-ketomethiobutyrate
4095,alpha-ketomethiobutyric acid
4096,GA51
4097,gibberellin A51
4098,AMP-NH2
4099,adenosine 5'-phosphoramidate
4100,adenosine-5'-monophosphoramidate
4101,6-deoxy-L-galactose 1-phosphate
4102,L-Fucose 1-phosphate
4103,L-fucopyranose 1-(dihydrogen phosphate)
4104,beta-L-fucose 1-phosphate
4105,GA51-catabolite
4106,gibberellin A51-catabolite
4107,(R)-5-phosphomevalonate
4109,(R)-5-phosphomevalonic acid
4110,(R)-mevalonate 5-phosphate
4111,(R)-mevalonic acid 5-phosphate
4112,73566-35-5
4113,mevalonate-5P
4114,mevalonate-P
4115,"1D-myo -inositol 1,3,4,6-tetrakisphosphate"
4116,"D-myo-inositol (1,3,4,6)-tetrakisphosphate"
4117,"Ins(1,3,4,6)P4"
4118,"inositol (1,3,4,6)-tetrakisphosphate"
4119,"1D-myo-inositol (1,3,4,5)-tetrakisphosphate"
4120,"D-myo-inositol (1,3,4,5)-tetrakisphosphate"
4121,"Ins(1,3,4,5)P4"
4122,"inositol (1,3,4,5)-tetrakisphosphate"
4125,496-65-1
4126,pantetheine
4127,pantotheine
4128,117-39-5
4129,"3,5,7,3',4'-pentahydroflavone"
4130,"3,5,7,3',4'-pentahydroxyflavone"
4131,quercetin
4132,keto-L-sorbose 1-P
4133,keto-L-sorbose 1-phosphate
4134,"1D-myo-inositol 1,2,4,5,6-pentakisphosphate"
4135,20298-95-7
4136,"D-myo-inositol (1,2,4,5,6)-pentakisphosphate"
4137,"Ins(1,2,4,5,6)P5"
4138,"inositol 1,2,4,5,6-pentakisphosphate"
4139,"myo-inositol 1,2,4,5,6-pentakisphosphate"
4140,"beta-D-fructose 2,6-bisphosphate"
4141,"fru 2,6-P2"
4142,"fructose 2,6-diphosphate"
4143,choline sulfate
4144,516-05-2
4145,Methylmalonic acid
4147,methylmalonate
4148,S-formylglutathione
4149,2-phosphonoacetaldehyde
4150,acetylphosphonate
4151,"phosphonic acid, (2-oxoethyl)-"
4152,phosphonoacetaldehyde
4153,S3O6
4154,trithionate
4155,5-methylthio-D-ribose
4156,5-methylthioribose
4157,MTR
4158,S-methyl-5-thio-D-ribofuranose
4159,S-methyl-5-thio-D-ribose
4160,34450-16-3
4161,N1-acetylspermidine
4163,an N-acetylspermidine
4164,biotin amide
4166,MGD
4167,MPT-GMP
4168,MoO2(OH)Dtpp-mGDP
4169,guanylyl molybdenum cofactor
4170,molybdopterin guanine dinucleotide
4171,102783-24-4
4172,"N6,N6-dimethyl-L-arginine"
4173,6851-51-0
4174,N-carbamoylputrescine
4175,5-amino-6-(5'-phosphoribosylamino)uracil
4176,5-amino-6-(5-phospho-D-ribosylamino)uracil
4177,"5-amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate"
4178,1086-80-2
4179,"7,8-Dimethylalloxazine"
4180,lumichrome
4181,58337-43-2
4182,Adenosine 5'-tetraphosphate
4183,adenosine tetraphosphate
4184,p4A
4185,"P1,P4-bis(5'-guanosyl) tetraphosphate"
4186,bis(5'-guanosyl) tetraphosphate
4187,"1,3,5,2,4,6-trioxatriphosphinane-2,4,6-triol 2,4,6-trioxide"
4188,"1,3,5,2,4,6-trioxatriphosphinane-2,4,6-triolate 2,4,6-trioxide"
4189,13566-25-1
4190,"2,4,6-trihydroxido-2,4,6-trioxido-1,3,5-trioxy-2,4,6-triphosphy-[6]cycle"
4191,TMP
4192,cyclo-triphosphoric acid
4193,tri--oxido-tris(hydroxidooxidophosphorus)
4194,trimetaphosphate
4195,trimetaphosphoric acid
4196,15666-52-1
4197,thiamin triphosphate
4200,thiamine triphosphate
4201,"(2R,3S)-2-methylisocitrate"
4202,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate"
4203,methylisocitrate
4205,methylisocitric acid
4206,threo-Ds-2-methylisocitrate
4207,"(2,3-dihydroxybenzoyl)adenylate"
4208,"2,3-dihydroxybenzoyl adenylate"
4209,"2,3-dihydroxybenzoyl-AMP"
4210,"(2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate"
4211,"(2S,3S)-2-methylcitrate"
4212,sinapyl alcohol-4-O-beta-D-glucopyranoside
4213,syringin
4214,(R)-5-diphosphomevalonate
4215,(R)-mevalonate diphosphate
4216,4872-34-8
4217,mevalonate-5-PP
4218,precorrin-3A
4219,precorrin-3B
4220,2-deoxy-5-keto-D-gluconate 6-phosphate
4221,2-deoxy-5-keto-D-gluconic acid 6-phosphate
4222,5-dehydro-2-deoxy-D-gluconate 6-phosphate
4223,6-phospho-5-dehydro-2-deoxy-D-gluconate
4224,DHS-1-P
4225,dihydrosphingosine 1-phosphate
4226,sphinganine 1-phosphate
4227,(3R)-3-hydroxybutanoyl-CoA
4228,3-OH-butyryl-CoA
4229,3-hydroxybutanoyl-CoA
4230,3-hydroxybutyryl-CoA
4231,D-3-hydroxybutyryl-CoA
4232,OH-butyryl-CoA
4233,beta-hydroxybutyryl-CoA
4234,beta-hydroxybutyryl-S-CoA
4235,hydroxy-butyryl-CoA
4236,precorrin-4
4237,"2,5-dioxopentanoate"
4238,2-ketoglutarate semialdehyde
4239,2-oxoglutarate semialdehyde
4240,alpha-ketoglutarate semialdehyde
4241,4042-36-8
4242,5-oxo-D-proline
4243,D-5-Pyrrolidone-2-carboxylic acid
4244,D-Pyroglutamic acid
4245,2-hydroxy-3-oxosuccinate
4246,Oxaloglycolate
4247,(R)-malate
4248,636-61-3
4249,D-(+)-malic acid
4250,D-malate
4251,D-malic acid
4252,precorrin-5
4253,1-propanal
4254,123-38-6
4255,propionaldehyde
4256,O-acetyl-L-homoserine
4257,O-acetylhomoserine
4258,acetylhomoserine
4259,2-P-glycolate
4260,2-phosphoglycolate
4261,Phosphoglycolic acid
4262,phosphoglycolate
4263,(S)-3-aminobutanoyl-CoA
4264,L-3-aminobutanoyl-CoA
4265,L-3-aminobutyryl-CoA
4266,precorrin-6A
4267,precorrin-6x
4268,7783-07-5
4269,H2Se
4270,[SeH2]
4271,dihydridoselenium
4272,dihydrogen selenide
4273,hydrogen selenide
4274,selane
4275,precorrin-6B
4276,precorrin-6y
4277,1-aminocyclopropane-1-carboxylate
4278,1-aminocyclopropane-1-carboxylic acid
4279,1-aminocyclopropanecarboxylate
4280,1-aminocyclopropanecarboxylic acid
4282,22059-21-8
4283,ACC
4284,precorrin-8x
4285,hydrogenobyrinate
4286,hydrogenobyrinic acid
4287,"hydrogenobyrinate a,c-diamide"
4288,"hydrogenobyrinic acid a,c-diamide"
4289,Cob(II)yrinate diamide
4290,"cob(II)yrinate a,c-diamide"
4292,"cob(II)yrinic acid a,c-diamide"
4293,420-05-3
4294,cyanate
4295,cyanic acid
4296,hydrogen cyanate
4297,Adenosyl cobyrinate diamide
4298,"Adenosylcob(III)yrinic acid a,c-diamide"
4299,"Adenosylcobyrinic acid a,c-diamide"
4300,"adenosyl-cobyrinate a,c-diamide"
4301,"adenosyl-cobyrinic acid a,c-diamide"
4302,adenosylcobyrate
4303,adenosylcobyric acid
4305,Cob(I)yrinate diamide
4306,"cob(I)yrinate a,c-diamide"
4307,"cob(I)yrinic acid a,c-diamide"
4308,4-nitrobenzaldehyde
4309,4NBZ
4310,555-16-8
4311,p-nitrobenzaldehyde
4312,"1H-thieno(3,4-d)imidazole-4-pentanoic acid, hexahydro-2-oxo-, 5-oxide, (3aS,4S,5S,6aR)-"
4313,"1H-thieno(3,4-d)imidazole-4-pentanoic acid, hexahydro-2-oxo-, 5-oxide, (3aS-(3aalpha,4beta,5alpha,6aalpha))-"
4314,biotin sulfoxide
4315,d-biotin d-sulfoxide
4316,"3-carboxy-2,5-dihydro-5-oxofuran-2-acetate"
4317,"3-carboxy-5-oxo-2,5-dihydrofuran-2-acetate"
4318,4-carboxymuconolactone
4319,gamma-carboxymuconolactone
4320,As(OH)3
4321,arsenic (III) oxide
4322,arsenic (III) trioxide
4323,arsenic oxide
4324,arsenic sesquioxide
4325,arsenic trioxide
4326,arsenicum album
4327,arsenious oxide
4328,arsenite
4329,arsenolite
4330,arsenous acid anhydride
4331,arsenous anhydride
4332,arsenous oxide
4333,arsenous oxide anhydride
4334,arsenous trioxide
4335,arsodent
4336,claudelite
4337,clauditite
4338,crude arsenic
4339,diarsenic oxide
4340,diarsenic trioxide
4341,diarsonic trioxide
4342,white arsenic
4343,Phosphonoacetic acid
4344,phosphonoacetate
4345,102-32-9
4346,"3,4-dihydroxyphenylacetate"
4347,"3,4-dihydroxyphenylacetic acid"
4348,dihydroxyphenylacetic acid
4349,homoprotocatechuate
4350,"2-hydroxy-5-carboxymethyl-cis,cis-muconate 6-semialdehyde"
4351,2-hydroxy-5-carboxymethylmuconate 6-semialdehyde
4352,2-hydroxy-5-carboxymethylmuconate semialdehyde
4353,5-carboxymethyl-2-hydroxymuconate 6-semialdehyde
4354,5-carboxymethyl-2-hydroxymuconate semialdehyde
4355,2-hydroxy-5-carboxymethylmuconate
4356,"5-carboxymethyl-2-hydroxy-cis,cis-muconate"
4357,5-carboxymethyl-2-hydroxymuconate
4358,"(3E,5R)-5-carboxy-2-oxohept-3-enedioate"
4362,"1-oxopent-3-ene-1,4,5-tricarboxylate"
4363,"5-carboxy-2-oxohex-3-ene-1,6-dioate"
4364,"5-oxopent-3-ene-1,2,5-tricarboxylate"
4365,OPET
4366,(4Z)-2-oxohept-4-enedioate
4367,"2-oxo-hept-3-ene-1,7-dioate"
4368,OHED
4369,"(2Z,4Z)-2-hydroxy-hept-2,4-diene-1,7-dioate"
4370,"(2Z,4Z)-2-hydroxyhepta-2,4-diene-1,7-dioate"
4371,"(2Z,4Z)-2-hydroxyhepta-2,4-dienedioate"
4372,HHDD
4373,"5,6,7,8-tetrahydrosarcinapterin"
4374,H4SPT
4375,tetrahydrosarcinapterin
4376,(4S)-4-hydroxy-2-oxoheptanedioate
4377,2-keto-4-hydroxypimelate
4378,"2-oxo-4-hydroxyhepta-1,7-dioate"
4380,"4-hydroxy-2-ketoheptane-1,7-dioate"
4381,4-hydroxy-2-ketopimelate
4382,4-hydroxy-2-oxo-heptanedioate
4383,"(2S)-1,1-dimethylpyrrolidinium-2-carboxylate"
4384,"(S)-2-carboxylato-1,1-dimethylpyrrolidinium"
4385,L-proline betaine
4386,"N,N-dimethyl L-proline"
4387,"N,N-dimethylproline"
4388,proline betaine
4389,stachydrine
4390,N2-succinyl-L-glutamate 5-semialdehyde
4391,N2-succinylglutamate semialdehyde
4392,N2-succinylglutamic semialdehyde
4393,N2-succinylglutamic-semialdehyde
4394,2-deoxy-5-dehydro-D-gluconate
4395,2-deoxy-5-keto-D-gluconate
4396,2-deoxy-5-keto-D-gluconic acid
4397,5-dehydro-2-deoxy-D-gluconate
4398,"1,2-dihydroxy-3-keto-5-methylthiopentane"
4399,"1,2-dihydroxy-3-keto-5-methylthiopentene"
4400,"1,2-dihydroxy-3-keto-5-methylthiopentene anion"
4402,"1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one"
4403,"1,2-dihydroxy-5-(methylthio)pent-1-en-3-one"
4404,acireductone
4406,6-amino-n-caproate
4407,6-amino-n-caproic acid
4408,6-amino-n-hexanoic acid
4409,6-aminocaproic acid
4410,6-aminocapronate
4411,6-aminohexanoate
4412,6-aminohexanoic acid
4413,60-32-2
4414,acepramin
4415,acepramine
4416,amicar
4417,aminocaproic acid
4418,aminokapron
4419,atsemin
4421,caplamin
4422,capracid
4423,capralense
4424,capramol
4425,caprolisin
4426,e-amino-n-caproic acid
4427,epsilcapramine
4428,epsilon-amino-N-caproate
4429,epsilon-aminocaproate
4430,epsilon-aminocaproic acid
4431,"hexanoic acid, 6-amino-"
4432,5-methyl-H4SPT
4433,5-methyl-tetrahydrosarcinapterin
4434,(acetato-O)phenylmercury
4435,(aceto)phenylmercury
4436,(acetoxymercuri)benzene
4437,(acetoxymercurio)-benzene
4438,62-38-4
4439,acetoxyphenylmercury
4440,mercuriphenyl acetate
4441,phenomercuric acetate
4442,phenylmercuric acetate
4443,phenylmercury(II) acetate
4444,132-64-9
4445,DBF
4447,dibenzofuran
4448,diphenylene oxide
4449,"2,2',3-biphenyltriol"
4450,"2,2',3-trihydroxybiphenyl"
4451,3-(2-hydroxyphenyl)catechol
4452,91368-55-7
4453,"biphenyl-2,2',3-triol"
4454,"(2Z,2E)-2-hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate"
4455,"(2Z,2E)-2-hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoic acid"
4456,HOHPDA
4457,5-carboxyamino-1-(5-phospho-D-ribosyl)imidazole
4460,5-phosphoribosyl-5-carboxyaminoimidazole
4461,N5-CAIR
4462,N5-carboxyaminoimidazole ribonucleotide
4463,S-succinyl-dihydrolipoamide
4464,fosmidomycin
4465,coprogen
4466,ferric coprogen
4467,glucosyl 3-quercetin
4468,isoquercetin
4469,isoquercitrin
4470,isotrifoliin
4471,quercetin-3-O-beta-D-glucoside
4472,quercetin-3-glucoside
4473,astragalin
4475,kaempferol 3-O-beta-D-glucoside
4476,kaempferol-3-O-D-glucoside
4478,kaempferol-3-glucoside
4479,kaempferol
4480,1-(2-amino-2-deoxy-alpha-D-glucopyranoside)-1D-myo-inositol
4481,1-(2-amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol
4482,1-O-(2-amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol
4483,6-(alpha-D-glucosaminyl)-1D-myo-inositol
4484,GlcN-Ins
4485,glucosaminyl-inositol
4486,1-(2-acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol
4487,1-D-myo-inosityl-2-acetamido-2-deoxy-alpha-D-glucopyranoside
4488,GlcNAc-Ins
4489,1-D-myo-inosityl-2-(L-cysteinyl)amido-2-deoxy-alpha-D-glucopyranoside
4490,3-O-(2-L-cysteinamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol
4491,Cys-GlcN-Ins
4492,deacetylmycothiol
4493,desacetylmycothiol
4494,MSCH2OH
4496,S-formylmycothiol
4497,MSmB
4498,mycothiol-bimane conjugate
4499,mBBr
4500,monobromobimane
4501,AcCySR
4502,bimane N-acetylcysteinyl conjugate
4503,1-D-myo-inosityl-2-(N-acetylcysteinyl)amido-2-deoxy-alpha-D-glucopyranoside
4504,1-O-[2-(N2-acetyl-L-cysteinamido)-2-deoxy-alpha-D-glucopyranosyl]-1D-myo-inositol
4505,AcCys-GlcN-Ins
4507,MSH
4508,mycothiol
4509,2-hydroxy-2H-chromene-2-carboxylate
4510,2-hydroxychromene-2-carboxylate
4511,HCCA
4512,(3E)-4-(2-hydroxyphenyl)-2-oxobut-3-enoate
4513,tHBPA
4514,trans-O-hydroxybenzylidenepyruvate
4515,57-00-1
4516,N-amidinosarcosine
4517,N-methyl-N-guanylglycine
4518,creatine
4519,methylglycocyamine
4520,methylguanidinoacetic acid
4522,67-07-2
4523,Nomega-phosphocreatine
4524,P-creatine
4525,creatine-P
4526,creatine-phosphate
4527,neo-ton
4528,phosphocreatine
4529,phosphorylcreatine
4530,1-methyl-2-amino-imidazol-4-one
4531,2-imino-1-methyl-4-imidazolidinone
4533,60-27-5
4534,creatinine
4535,krebiozen
4536,(E)-4-(trimethylamino)but-2-enoate
4537,4-(trimethylamino)but-2-enoate
4538,927-89-9
4539,croton betaine
4540,crotonic acid betaine
4541,crotono-betaine
4542,(E)-4-(trimethylammonio)but-2-enoyl-CoA
4543,crotonobetainyl-CoA
4544,(E)-but-2-enoyl-CoA
4545,102680-35-3
4546,2-butenoyl-CoA
4547,but-2-enoyl-CoA
4548,crotonoyl-CoA
4549,crotonyl-CoA
4550,crotonyl-S-CoA
4551,crotonyl-coenzyme A
4552,trans-but-2-enoyl-CoA
4553,trans-butyr-2-enoyl-CoA
4554,65-47-4
4556,CTP
4557,cytidine-5'-triphosphate
4558,cytidine-triphosphate
4559,Cu(I)
4561,Cu+
4562,cuprous copper
4564,cuprous ion
4565,Cu(II)
4566,Cu++
4567,Cu+2
4568,Cu2+
4569,cupric copper
4570,cupric ion
4572,4371-52-2
4573,52-90-4
4575,Cys
4577,L-cys
4579,L-cysteine
4580,carbocysteine
4581,cysteine
4582,24645-67-8
4583,L-cystine
4584,65-46-3
4585,cytidine
4587,"4-amino-2-oxo-1,2-dihydropyrimidine"
4588,71-30-7
4589,cytosine
4590,1-thioethanesulfonic acid
4591,2-mercaptoethanesulfonate
4592,2-mercaptoethanesulphonic acid
4593,2-mercaptoethylsulfonate
4594,2-sulfanylethane-1-sulfonate
4596,CoM
4597,H-S-CoM
4598,beta-mercaptoethanesulfonic acid
4599,coenzyme M
4600,(4R)-4-hydroxy-2-oxoglutarate
4601,(R)-2-hydroxy-4-oxopentanedioate
4602,D-4-hydroxy-2-keto-glutarate
4603,D-4-hydroxy-2-ketoglutarate
4604,D-4-hydroxy-2-oxoglutarate
4605,2641-81-8
4606,"6-phospho D-glucono-1,5-lactone"
4607,6-phosphogluconolactone
4608,D-6-P-glucono-delta-lactone
4609,D-6-phospho-glucono-delta-lactone
4610,D-6-phosphoglucono-delta-lactone
4615,"D-glucono-1,5-lactone 6-phosphate"
4616,D-glucono-delta-lactone 6-phosphate
4618,923-16-0
4619,D-alanyl-D-alanine
4621,338-69-2
4622,D-alanine
4623,147-94-4
4625,aldehydo-D-allose 6-phosphate
4626,aldehydo-D-allose-6-P
4627,D-allulose 6-phosphate
4628,D-allulose-6-P
4629,D-altronate
4630,altronate
4631,(S)-carnitine
4632,541-14-0
4633,D-carnitine
4634,S-(+)-3-hydroxy-4-trimethylaminobutyrate
4635,D-carnitinyl-CoA
4637,921-01-7
4641,D-cysteine
4642,D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate
4643,D-erythro-imidazole-glycerol-P
4644,D-erythro-imidazole-glycerol-phosphate
4645,IGP
4646,erythro-imidazole-glycerol-P
4647,erythro-imidazole-glycerol-phosphate
4649,imidazole glycerol phosphate
4650,526-99-8
4651,D-galactarate
4652,galactarate
4654,galactaric acid
4655,meso-galactarate
4656,mucate
4657,mucic acid
4658,D-galactonate
4659,galactonate
4660,6893-26-1
4661,D-glu
4663,D-glutamate
4664,D-glutamic acid
4665,(D)-glucarate
4666,87-73-0
4667,D-glucarate
4668,D-glucaric acid
4669,D-glucosaccharic acid
4670,D-saccharate
4671,D-saccharic acid
4672,L-gularic acid
4673,glucarate
4674,saccharate
4675,(R)-2-hydroxypropanate
4676,(R)-lactate
4677,10326-41-7
4678,D-lactate
4679,D-mannonate
4680,mannonate
4681,(2S)-methyl-malonyl-CoA
4682,(S)-methylmalonyl-CoA
4683,104809-02-1
4684,CH3-malonyl-CoA
4686,D-methylmalonyl-CoA
4687,methyl-malonyl-coenzyme A
4688,1D-myo-inositol 4-monophosphate
4689,46495-39-0
4690,D-myo-inositol 4-monophosphate
4691,D-myo-inositol 4-phosphate
4692,Ins(4)P
4693,Ins(4)P1
4695,Ins4P
4697,inositol 4-phosphate
4698,344-25-2
4701,D-proline
4702,D-ribulose 1-phosphate
4703,D-ribulose-1-P
4704,312-84-5
4705,D-serine
4706,108392-12-7
4707,D-glucitol 6-phosphate
4708,D-sorbitol 6-phosphate
4709,D-arabino-hex-5-ulosonate
4710,D-tagaturonate
4711,tagaturonate
4712,"(2R,3S)-2-amino-3-hydroxybutanoate"
4713,"(2R,3S)-2-amino-3-hydroxybutanoic acid"
4715,2-amino-3-hydroxybutyric acid
4716,632-20-2
4717,D-thr
4719,D-threonine
4720,2-amino-3-(4-hydroxyphenyl)-propanoic acid
4721,D-tyrosine
4722,551-84-8
4723,D-threo-pentulose
4724,D-xylulose
4726,xylulose
4727,2'-deoxyadenosine-5'-diphosphate
4728,2793-06-8
4729,dADP
4730,deoxyadenosine-diphosphate
4731,2'-dAMP
4732,2'-deoxyadenosine 5''-monophosphate
4733,2'-deoxyadenosine 5'-phosphate
4735,653-63-4
4737,dAMP
4738,deoxyadenosine-phosphate
4740,"2,6-diaminopyridine"
4741,"2,6-pyridinediamine"
4743,"pyridine, 2,6-diamino-"
4744,"pyridine-2,6-diyldiamine"
4745,1927-31-7
4746,2'-deoxyATP
4747,2'-deoxyadenosine triphosphate
4748,2'-deoxyadenosine-5'-triphosphate
4749,dATP
4750,deoxy-ATP
4751,deoxyadenosine-triphosphate
4752,2'-deoxycytidine diphosphate
4753,2'-deoxycytidine-5'-diphosphate
4754,800-73-7
4755,dCDP
4756,deoxycytidine-diphosphate
4758,1032-65-1
4759,2'-deoxycytidine 5'-monophosphate
4760,2'-deoxycytidine 5'-phosphate
4761,dCMP
4762,deoxycytidine monophosphate
4763,deoxycytidine-phosphate
4764,deoxycytidylate
4765,deoxycytidylic acid
4766,2'-deoxycytidine-5'-triphosphate
4767,2056-98-6
4768,dCTP
4769,deoxy-CTP
4770,deoxycytidine-triphosphate
4771,2-deoxy-D-gluconate
4772,2-deoxy-D-gluconic acid
4773,2-deoxygluconate
4774,2-deoxygluconic acid
4775,3442-69-1
4776,de-O-gluconate
4777,2-deoxy-3-dehydro-D-gluconate
4778,2-deoxy-3-ketogluconate
4779,2-deoxy-3-oxogluconate
4780,3-dehydro-2-deoxy-D-gluconate
4782,3-dehydro-2-deoxy-gluconate
4783,91446-99-0
4784,de-O-K-gluconate
4785,deoxy-ketogluconate
4786,6450-77-7
4787,NaAD
4788,NaADN
4789,deamido-NAD
4790,deamido-NAD+
4791,deamidonicotinamide adenine dinucleoetide
4792,deamino-NAD+
4793,nicotinate adenine dinucleotide
4794,2-dehydro-3-deoxy-D-galactonate 6-phosphate
4795,2-keto-3-deoxy-D-galactonate 6-phosphate
4796,32120-43-7
4797,10534-44-8
4798,3-dehydroquinate
4799,3-dehydroquinic acid
4800,5-de-H-quinate
4801,5-dehydroquinate
4802,5-dehydroquinic acid
4803,"rel-(1R,3R,4S)-1,3,4-trihydroxy-5-oxocyclohexanecarboxylate"
4804,3-dehydro-D-sphinganine
4805,3-dehydrosphinganine
4806,3-dehydrosphinganine (C18)
4807,3-ketodihydrosphingosine
4808,KDHS
4809,2-demethylmenaquinone-8
4811,DMK-8
4812,demethylmenaquinone 8
4814,2'-deoxyadenosine
4815,2-deoxy-adenosine
4816,958-09-8
4817,deoxyadenosine
4818,2'-deoxycytidine
4819,951-77-9
4820,d-cytidine
4821,deoxycytidine
4823,2'-deoxyguanosine
4824,961-07-9
4825,deoxyguanosine
4826,2'-deoxyinosine
4827,890-38-0
4828,deoxyinosine
4829,1-deoxy-1-morpholino-D-fructose
4831,6291-16-3
4832,2'-deoxyuridine
4833,951-78-0
4834,deoxyuridine
4835,1-deoxy-D-threo-pentulose 5-phosphate
4836,1-deoxy-D-xylulose 5-phosphate
4837,D-1-deoxyxylulose-5-P
4838,DOXP
4839,DXP
4840,deoxyxylulose-5-phosphate
4841,3'-dephospho-CoA
4842,3-dephospho-CoA
4843,3633-59-8
4844,dephosphocoenzyme A
4845,533-48-2
4846,DTB
4847,desthiobiotin
4848,dethiobiotin
4849,102783-74-4
4850,2'-deoxyguanosine-5'-diphosphate
4851,dGDP
4852,deoxyguanosine-diphosphate
4853,2'-dG-5'-MP
4854,2'-deoxyguanosine 5'-monophosphate
4855,2'-deoxyguanosine 5'-phosphate
4856,902-04-5
4857,dGMP
4858,deoxyguanosine-phosphate
4859,guanine riboside
4860,vernine
4861,2'-deoxyguanosine-5'-triphosphate
4862,2564-35-4
4863,dGTP
4864,deoxy-GTP
4865,deoxyguanosine-triphosphate
4866,"(S)-4,5-dihydroorotate"
4867,"(S)-4,5-dihydroorotic acid"
4868,(S)-4-pyrimidinecarboxylic acid
4869,(S)-di-H-orotate
4870,(S)-dihydroorotate
4871,(S)-hydroorotic acid
4872,155-54-4
4874,"4,5-dihydro-L-orotate"
4875,5988-19-2
4876,"L-4,5-dihydroorotate"
4877,L-dihydroorotate
4878,dihydro-L-orotate
4879,"5,6-dihydrouracil"
4880,504-07-4
4881,DI-H-uracil
4882,dihydrouracil
4883,"2,3-butanedione"
4884,"2,3-diketobutane"
4885,"2,3-dioxobutane"
4886,431-03-8
4887,biacetyl
4888,butadione
4889,butanedione
4890,diacetyl
4892,dimethyl diketone
4893,dimethylglyoxal
4894,"2,5-diamino-6-(1-D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate"
4895,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one"
4897,"2,5-diamino-6-(D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate"
4898,"2,5-diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate"
